"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","FREQ.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"988835",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",4139,"100",4649,"revolution",100,100
"w10051625_bcd",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",6320,"67",8009,"",0,0
"w10051643",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",3980,"98",3602,"fight",13.333333333333,0
"w214402_dns",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",5623,"88",3999,"revolution",100,100
"W217770_anr",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",2321,"78",7036,"fight",13.333333333333,0
"w970697",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",2965,"90",4556,"",0,0
"w973014",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",4383,"68",5977,"Room",42.857142857143,0
"w996448_apb",12,"Frequency Version D","WAR","REVOLUTION","Study1","B",567,"50",1916,"eagle",26.666666666667,0
"10029010",12,"Frequency Version D","WASP","BUG","Study1","F",4626,"99",5046,"sting",25,0
"984612",12,"Frequency Version D","WASP","BUG","Study1","F",5539,"100",2307,"bug",100,100
"988835",12,"Frequency Version D","WASP","BUG","Study1","F",2453,"100",2516,"sting",25,0
"w10051625_bcd",12,"Frequency Version D","WASP","BUG","Study1","F",3717,"67",2652,"sting",25,0
"w10051643",12,"Frequency Version D","WASP","BUG","Study1","F",3799,"98",2606,"bee",33.333333333333,0
"w214402_dns",12,"Frequency Version D","WASP","BUG","Study1","F",2545,"100",2864,"bug",100,100
"W217770_anr",12,"Frequency Version D","WASP","BUG","Study1","F",7501,"35",2720,"sting",25,0
"w970697",12,"Frequency Version D","WASP","BUG","Study1","F",2423,"100",5269,"bug",100,100
"w973014",12,"Frequency Version D","WASP","BUG","Study1","F",7257,"70",12735,"Sting",25,0
"w996448_apb",12,"Frequency Version D","WASP","BUG","Study1","F",2053,"4",2419,"sting",25,0
"10029010",12,"Frequency Version D","WASTE","DUMP","Study1","S",6310,"99",5324,"trash",0,0
"984612",12,"Frequency Version D","WASTE","DUMP","Study1","S",3145,"100",3177,"trash",0,0
"988835",12,"Frequency Version D","WASTE","DUMP","Study1","S",3805,"90",4680,"dumpster",66.666666666667,0
"w10051625_bcd",12,"Frequency Version D","WASTE","DUMP","Study1","S",8113,"56",3995,"trash",0,0
"w10051643",12,"Frequency Version D","WASTE","DUMP","Study1","S",3853,"79",3418,"bucket ",20,0
"w214402_dns",12,"Frequency Version D","WASTE","DUMP","Study1","S",3571,"70",3617,"trash",0,0
"W217770_anr",12,"Frequency Version D","WASTE","DUMP","Study1","S",4206,"80",2468,"dump",100,100
"w970697",12,"Frequency Version D","WASTE","DUMP","Study1","S",2842,"100",6028,"trash",0,0
"w973014",12,"Frequency Version D","WASTE","DUMP","Study1","S",6818,"99",5471,"Trash",0,0
"w996448_apb",12,"Frequency Version D","WASTE","DUMP","Study1","S",575,"20",2920,"of time",18.181818181818,0
"10029010",12,"Frequency Version D","WATER","BRIDGE","Study1","B",5296,"95",9743,"drink",36.363636363636,0
"984612",12,"Frequency Version D","WATER","BRIDGE","Study1","B",69157,"75",10631,"ocean",18.18181818,0
"988835",12,"Frequency Version D","WATER","BRIDGE","Study1","B",3709,"70",2311,"drink",36.363636363636,0
"w10051625_bcd",12,"Frequency Version D","WATER","BRIDGE","Study1","B",4623,"93",2077,"",0,0
"w10051643",12,"Frequency Version D","WATER","BRIDGE","Study1","B",3501,"87",4487,"bottle",33.333333333333,0
"w214402_dns",12,"Frequency Version D","WATER","BRIDGE","Study1","B",2194,"98",1158,"",0,0
"W217770_anr",12,"Frequency Version D","WATER","BRIDGE","Study1","B",8957,"88",15169,"cup",0,0
"w970697",12,"Frequency Version D","WATER","BRIDGE","Study1","B",2430,"100",4393,"clear",18.181818181818,0
"w973014",12,"Frequency Version D","WATER","BRIDGE","Study1","B",17252,"85",4916,"Soda",20,0
"w996448_apb",12,"Frequency Version D","WATER","BRIDGE","Study1","B",476,"40",1112,"",0,0
"10029010",12,"Frequency Version D","WIND","BLOW","Study1","S",6031,"99",13074,"freezing",0,0
"984612",12,"Frequency Version D","WIND","BLOW","Study1","S",5371,"100",3616,"blow",100,100
"988835",12,"Frequency Version D","WIND","BLOW","Study1","S",1923,"90",1828,"blow",100,100
"w10051625_bcd",12,"Frequency Version D","WIND","BLOW","Study1","S",6691,"59",2863,"blow",100,100
"w10051643",12,"Frequency Version D","WIND","BLOW","Study1","S",3058,"78",5661,"weather ",18.181818181818,0
"w214402_dns",12,"Frequency Version D","WIND","BLOW","Study1","S",3460,"67",2285,"blow",100,100
"W217770_anr",12,"Frequency Version D","WIND","BLOW","Study1","S",13643,"76",3754,"glass",22.222222222222,0
"w970697",12,"Frequency Version D","WIND","BLOW","Study1","S",3700,"100",3635,"blown",88.888888888889,100
"w973014",12,"Frequency Version D","WIND","BLOW","Study1","S",3788,"88",11753,"Blow",100,100
"w996448_apb",12,"Frequency Version D","WIND","BLOW","Study1","S",617,"50",2225,"shield",20,0
"10029010",12,"Frequency Version D","WOMAN","LIFT","Study1","U",7710,"98",13208,"lady",25,0
"984612",12,"Frequency Version D","WOMAN","LIFT","Study1","U",6077,"50",1496,"man",0,0
"988835",12,"Frequency Version D","WOMAN","LIFT","Study1","U",1963,"20",2024,"lift",100,100
"w10051625_bcd",12,"Frequency Version D","WOMAN","LIFT","Study1","U",4166,"5",2556,"",0,0
"w10051643",12,"Frequency Version D","WOMAN","LIFT","Study1","U",3044,"2",3375,"man",0,0
"w214402_dns",12,"Frequency Version D","WOMAN","LIFT","Study1","U",1623,"14",3827,"girl",25,0
"W217770_anr",12,"Frequency Version D","WOMAN","LIFT","Study1","U",2064,"2",9315,"girl",25,0
"w970697",12,"Frequency Version D","WOMAN","LIFT","Study1","U",4312,"0",2685,"",0,0
"w973014",12,"Frequency Version D","WOMAN","LIFT","Study1","U",4691,"33",3786,"Man",0,0
"w996448_apb",12,"Frequency Version D","WOMAN","LIFT","Study1","U",549,"60",333,"",0,0
"10029010",12,"Frequency Version D","WORD","SENTENCE","Study1","F",4253,"98",4905,"count",30.769230769231,0
"984612",12,"Frequency Version D","WORD","SENTENCE","Study1","F",5138,"100",5096,"spell",30.76923077,0
"988835",12,"Frequency Version D","WORD","SENTENCE","Study1","F",1605,"100",3114,"sentence",100,100
"w10051625_bcd",12,"Frequency Version D","WORD","SENTENCE","Study1","F",3826,"92",4532,"",0,0
"w10051643",12,"Frequency Version D","WORD","SENTENCE","Study1","F",3765,"45",3540,"phrase",28.571428571429,0
"w214402_dns",12,"Frequency Version D","WORD","SENTENCE","Study1","F",3042,"100",1163,"",0,0
"W217770_anr",12,"Frequency Version D","WORD","SENTENCE","Study1","F",25354,"80",3609,"book",0,0
"w970697",12,"Frequency Version D","WORD","SENTENCE","Study1","F",2603,"100",1780,"",0,0
"w973014",12,"Frequency Version D","WORD","SENTENCE","Study1","F",5904,"99",7000,"Sentence",100,100
"w996448_apb",12,"Frequency Version D","WORD","SENTENCE","Study1","F",479,"40",1589,"",0,0
"10029010",12,"Frequency Version D","WOULD","CASH","Study1","U",4065,"90",6846,"could",22.222222222222,0
"984612",12,"Frequency Version D","WOULD","CASH","Study1","U",6680,"50",5965,"should",40,0
"988835",12,"Frequency Version D","WOULD","CASH","Study1","U",2700,"0",1130,"",0,0
"w10051625_bcd",12,"Frequency Version D","WOULD","CASH","Study1","U",7198,"13",3560,"",0,0
"w10051643",12,"Frequency Version D","WOULD","CASH","Study1","U",2715,"23",5112,"",0,0
"w214402_dns",12,"Frequency Version D","WOULD","CASH","Study1","U",3076,"1",802,"",0,0
"W217770_anr",12,"Frequency Version D","WOULD","CASH","Study1","U",36572,"14",2013,"could",22.222222222222,0
"w970697",12,"Frequency Version D","WOULD","CASH","Study1","U",2537,"0",1556,"",0,0
"w973014",12,"Frequency Version D","WOULD","CASH","Study1","U",13682,"65",4607,"Could",22.222222222222,0
"w996448_apb",12,"Frequency Version D","WOULD","CASH","Study1","U",708,"50",1827,"you",0,0
"10056332",9,"Frequency Version A","ADJOURN","END","Study2","F",3036,"0",1161,"",0,0
"w10005012",9,"Frequency Version A","ADJOURN","END","Study2","F",7841,"75",625,"",0,0
"w10007676",9,"Frequency Version A","ADJOURN","END","Study2","F",4399,"90",2466,"END",100,100
"w10008769",9,"Frequency Version A","ADJOURN","END","Study2","F",4701,"50",2349,"END",100,100
"w10010991_apc",9,"Frequency Version A","ADJOURN","END","Study2","F",5458,"40",10118,"hate",28.571428571429,0
"w10017318_jw",9,"Frequency Version A","ADJOURN","END","Study2","F",4133,"4",2075,"",0,0
"w10051017_dg",9,"Frequency Version A","ADJOURN","END","Study2","F",118816,"85",1933,"end",100,100
"w215680_oa",9,"Frequency Version A","ADJOURN","END","Study2","F",6975,"100",3338,"end",100,100
"w726337",9,"Frequency Version A","ADJOURN","END","Study2","F",18454,"50",2878,"end",100,100
"w997109",9,"Frequency Version A","ADJOURN","END","Study2","F",10713,"99",6411,"End ",100,100
"10056332",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",4971,"99",4136,"",0,0
"w10005012",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",1355,"75",502,"",0,0
"w10007676",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",3908,"90",3939,"love",100,100
"w10008769",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",4587,"95",2753,"LOVE",100,100
"w10010991_apc",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",4341,"85",6935,"love",100,100
"w10017318_jw",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",2776,"100",1349,"",0,0
"w10051017_dg",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",3689,"85",2550,"love",100,100
"w215680_oa",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",1757,"100",22602,"foundness",30.769230769231,0
"w726337",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",14947,"75",14927,"love",100,100
"w997109",9,"Frequency Version A","AFFECTION","LOVE","Study2","F",8916,"99",5431,"Love ",100,100
"10056332",9,"Frequency Version A","ALONE","LONELY","Study2","S",2285,"99",2037,"lonely",100,100
"w10005012",9,"Frequency Version A","ALONE","LONELY","Study2","S",1934,"60",618,"",0,0
"w10007676",9,"Frequency Version A","ALONE","LONELY","Study2","S",3588,"100",3881,"LONELY",100,100
"w10008769",9,"Frequency Version A","ALONE","LONELY","Study2","S",6997,"80",5497,"LONELY",100,100
"w10010991_apc",9,"Frequency Version A","ALONE","LONELY","Study2","S",3838,"90",4346,"lonely",100,100
"w10017318_jw",9,"Frequency Version A","ALONE","LONELY","Study2","S",7481,"89",3900,"Lonely",100,100
"w10051017_dg",9,"Frequency Version A","ALONE","LONELY","Study2","S",11337,"95",4587,"lonely",100,100
"w215680_oa",9,"Frequency Version A","ALONE","LONELY","Study2","S",15547,"80",16106,"scared",16.666666666667,0
"w726337",9,"Frequency Version A","ALONE","LONELY","Study2","S",8394,"75",42639,"lonley",83.333333333333,100
"w997109",9,"Frequency Version A","ALONE","LONELY","Study2","S",7200,"99",5579,"",0,0
"10056332",9,"Frequency Version A","BAD","VILLAIN","Study2","B",2000,"100",9361,"",0,0
"w10005012",9,"Frequency Version A","BAD","VILLAIN","Study2","B",2968,"40",592,"",0,0
"w10007676",9,"Frequency Version A","BAD","VILLAIN","Study2","B",2832,"100",4184,"DELINQUENT",35.294117647059,0
"w10008769",9,"Frequency Version A","BAD","VILLAIN","Study2","B",4691,"95",21749,"GUY",0,0
"w10010991_apc",9,"Frequency Version A","BAD","VILLAIN","Study2","B",3899,"70",4600,"",0,0
"w10017318_jw",9,"Frequency Version A","BAD","VILLAIN","Study2","B",4488,"94",2425,"Good",0,0
"w10051017_dg",9,"Frequency Version A","BAD","VILLAIN","Study2","B",7544,"90",4365,"delinquent",35.294117647059,0
"w215680_oa",9,"Frequency Version A","BAD","VILLAIN","Study2","B",7024,"100",12086,"good",0,0
"w726337",9,"Frequency Version A","BAD","VILLAIN","Study2","B",9361,"90",8892,"villian",85.714285714286,100
"w997109",9,"Frequency Version A","BAD","VILLAIN","Study2","B",7777,"99",4658,"Good ",0,0
"10056332",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",2389,"100",1950,"catcher",30.769230769231,0
"w10005012",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",2013,"85",3900,"",0,0
"w10007676",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",2922,"100",3389,"BAT",22.222222222222,0
"w10008769",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",5574,"40",3902,"LEAGUE",100,100
"w10010991_apc",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",3671,"85",5422,"league",100,100
"w10017318_jw",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",9202,"98",3469,"Catcher",30.769230769231,0
"w10051017_dg",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",6642,"70",4444,"league",100,100
"w215680_oa",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",3030,"90",9201,"league",100,100
"w726337",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",8589,"95",8758,"legue",90.909090909091,100
"w997109",9,"Frequency Version A","BASEBALL","LEAGUE","Study2","B",11172,"88",15336,"League ",100,100
"10056332",9,"Frequency Version A","BEST","FAVORITE","Study2","B",5127,"99",2395,"favorite",100,100
"w10005012",9,"Frequency Version A","BEST","FAVORITE","Study2","B",990,"75",1015,"",0,0
"w10007676",9,"Frequency Version A","BEST","FAVORITE","Study2","B",3353,"30",6602,"FAVORITE",100,100
"w10008769",9,"Frequency Version A","BEST","FAVORITE","Study2","B",16019,"80",4595,"FAVORITE",100,100
"w10010991_apc",9,"Frequency Version A","BEST","FAVORITE","Study2","B",3869,"80",6954,"favorite",100,100
"w10017318_jw",9,"Frequency Version A","BEST","FAVORITE","Study2","B",3588,"100",925,"",0,0
"w10051017_dg",9,"Frequency Version A","BEST","FAVORITE","Study2","B",3342,"95",7397,"favorite",100,100
"w215680_oa",9,"Frequency Version A","BEST","FAVORITE","Study2","B",7934,"100",16275,"favourite",94.117647058824,100
"w726337",9,"Frequency Version A","BEST","FAVORITE","Study2","B",27593,"50",8387,"favorite",100,100
"w997109",9,"Frequency Version A","BEST","FAVORITE","Study2","B",7568,"21",8682,"Worst. ",42.857142857143,0
"10056332",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",3222,"99",2606,"penguin",100,100
"w10005012",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",3458,"35",1358,"",0,0
"w10007676",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",3067,"60",5135,"SWAN",18.181818181818,0
"w10008769",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",5131,"70",13690,"PENGUIN",100,100
"w10010991_apc",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",3700,"50",6719,"penguin",100,100
"w10017318_jw",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",3918,"32",2274,"Fly",0,0
"w10051017_dg",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",15410,"85",1652,"",0,0
"w215680_oa",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",13286,"90",12987,"swarn",16.666666666667,0
"w726337",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",7867,"75",18994,"penhuin",85.714285714286,100
"w997109",9,"Frequency Version A","BIRD","PENGUIN","Study2","B",8855,"99",8393,"Penguin ",100,100
"10056332",9,"Frequency Version A","BOTH","OUNCE","Study2","U",2628,"0",2534,"",0,0
"w10005012",9,"Frequency Version A","BOTH","OUNCE","Study2","U",8050,"75",2985,"",0,0
"w10007676",9,"Frequency Version A","BOTH","OUNCE","Study2","U",403,NA,4014,"EITHER",18.181818181818,0
"w10008769",9,"Frequency Version A","BOTH","OUNCE","Study2","U",7192,"0",13592,"TOGETHER",30.769230769231,0
"w10010991_apc",9,"Frequency Version A","BOTH","OUNCE","Study2","U",4860,"10",3056,"",0,0
"w10017318_jw",9,"Frequency Version A","BOTH","OUNCE","Study2","U",5918,"14",2470,"",0,0
"w10051017_dg",9,"Frequency Version A","BOTH","OUNCE","Study2","U",119645,"10",2526,"",0,0
"w215680_oa",9,"Frequency Version A","BOTH","OUNCE","Study2","U",9417,"30",94248,"ounce",100,100
"w726337",9,"Frequency Version A","BOTH","OUNCE","Study2","U",14556,"30",41454,"ounce",100,100
"w997109",9,"Frequency Version A","BOTH","OUNCE","Study2","U",14892,"99",6109,"Same ",22.222222222222,0
"10056332",9,"Frequency Version A","CACTUS","PLANT","Study2","F",2018,"99",1945,"plant",100,100
"w10005012",9,"Frequency Version A","CACTUS","PLANT","Study2","F",2326,"60",670,"",0,0
"w10007676",9,"Frequency Version A","CACTUS","PLANT","Study2","F",4081,"20",3531,"PLANT",100,100
"w10008769",9,"Frequency Version A","CACTUS","PLANT","Study2","F",6131,"60",3008,"PLANT",100,100
"w10010991_apc",9,"Frequency Version A","CACTUS","PLANT","Study2","F",4827,"80",3962,"plant",100,100
"w10017318_jw",9,"Frequency Version A","CACTUS","PLANT","Study2","F",6568,"100",2093,"Plant",100,100
"w10051017_dg",9,"Frequency Version A","CACTUS","PLANT","Study2","F",35569,"80",2312,"plant",100,100
"w215680_oa",9,"Frequency Version A","CACTUS","PLANT","Study2","F",4790,"100",3763,"plant",100,100
"w726337",9,"Frequency Version A","CACTUS","PLANT","Study2","F",7217,"95",13517,"plant",100,100
"w997109",9,"Frequency Version A","CACTUS","PLANT","Study2","F",14677,"98",5987,"Plant ",100,100
"10056332",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",1739,"0",3360,"",0,0
"w10005012",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",3845,"0",1268,"",0,0
"w10007676",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",2665,"0",6214,"BAKE",18.181818181818,0
"w10008769",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",5179,"0",8004,"CLOTHES",100,100
"w10010991_apc",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",3159,"0",2502,"",0,0
"w10017318_jw",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",5031,"20",780,"",0,0
"w10051017_dg",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",5934,"0",3264,"clothes",100,100
"w215680_oa",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",9224,"20",5008,"clothes",100,100
"w726337",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",9471,"25",40804,"clothes",100,100
"w997109",9,"Frequency Version A","CAKE","CLOTHES","Study2","U",11293,"3",9473,"",0,0
"10056332",9,"Frequency Version A","CANDLE","WAX","Study2","S",2439,"100",2043,"wax",100,100
"w10005012",9,"Frequency Version A","CANDLE","WAX","Study2","S",1386,"75",1891,"",0,0
"w10007676",9,"Frequency Version A","CANDLE","WAX","Study2","S",2928,"100",2990,"WAX",100,100
"w10008769",9,"Frequency Version A","CANDLE","WAX","Study2","S",6454,"95",3098,"WAX",100,100
"w10010991_apc",9,"Frequency Version A","CANDLE","WAX","Study2","S",3722,"95",3824,"wax",100,100
"w10017318_jw",9,"Frequency Version A","CANDLE","WAX","Study2","S",6158,"87",1302,"",0,0
"w10051017_dg",9,"Frequency Version A","CANDLE","WAX","Study2","S",3186,"75",2183,"wax",100,100
"w215680_oa",9,"Frequency Version A","CANDLE","WAX","Study2","S",3430,"100",3169,"wax",100,100
"w726337",9,"Frequency Version A","CANDLE","WAX","Study2","S",27380,"95",13875,"wax",100,100
"w997109",9,"Frequency Version A","CANDLE","WAX","Study2","S",7526,"99",6428,"Stick ",0,0
"10056332",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",2854,"100",5332,"keys",14.285714285714,0
"w10005012",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",9608,"52",589,"",0,0
"w10007676",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",3594,"40",3371,"HAPPY",13.333333333333,0
"w10008769",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",6525,"80",14810,"WINDSHIELD",100,100
"w10010991_apc",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",4827,"98",4715,"driver",37.5,0
"w10017318_jw",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",25572,"100",597,"",0,0
"w10051017_dg",9,"Frequency Version A","CAR","WINDSHIELD","Study2","B",5797,"90",4477,"happy",13.333333333333,0
